title,image_urls,description,aff_code
WS CARD CADOU 300,https://www.watchshop.ro/images/products/ws/87558/full/ws-card-cadou-300-139954.jpeg,"1. Ce este Cardul (Voucherul) cadou? Cardul (Voucherul) Cadou este un certificat de valoare emis de WatchShop.ro si se poate rascumpara numai la WatchShop.ro. Valoarea acestui card cadou este de 300 Lei. Cardul Cadou este cea mai usoara metoda de a alege cadoul perfect pentru o persoana draga. Fie ca este o persoana foarte pretentioasa, fie ca nu ii cunosti foarte bine gusturile, Cardul Cadou este ideal pentru ca nu ai cum sa gresesti. Cumparand un Card Cadou ii oferi posibilitatea sa isi aleaga exact ceea ce isi doreste. Cardul Cadou poate fi un card fizic ambalat elegant intr-o cutie de cadou speciala, sau poate fi un cod de voucher care poate fi trimis pe mail in format electronic. Alegerea iti apartine. &lt;b&gt;Pachetul cuprinde cardul ambalat ca in imagini.&lt;/b&gt; 2. Cum functioneaza? Tu achiti o anumita valoare a cardului (300 Lei) alegi metoda prin care vrei sa intri in posesia lui si il oferi cadou. Cel care il primeste poate sa isi aleaga orice model de ceas prefera folosind Codul Special al Cardului in cosul de cumparaturi sau venind in Showroomul nostru din Sos. Mihai Bravu nr 251-253, Bucuresti. Codul Cardului Cadou functioneaza la fel ca un voucher de reducere. Dupa introducerea in cosul de cumparaturi, se va aplica reducerea egala cu valoarea cardului. 3. Cum se obtine Cardul Cadou? Procesul de comanda este acelasi ca cel al achizitionarii unui produs obisnuit. Adaugi produsul in cosul de cumparaturi, alegi metoda de livrare si plata si trimiti comanda. Costul livrarii la domiciliu al cardului este 15 Lei, indiferent de valoarea acestuia. 4. Cum se poate primi codul de Card? Poti ridica personal Cardul care are codul imprimat pe verso din Showroomul nostru din Sos. Mihai Bravu nr 251-253, Bucuresti, Sector 3 sau poti solicita sa ti se livreze prin curier. De asemenea poti opta pentru a primi codul in format electronic pe o adresa de mail indicata de tine. 5. Cum se foloseste Cardul cadou? Dupa alegerea produsului dorit, codul cardului sau codul primit pe mail trebuie introdus identic in campurile specifice care se regasesc in procedura de comanda online. Odata introdus corect acest cod, va fi afisat discountul acordat in cadrul comenzii. Daca nu se mentioneaza altfel, un voucher este valabil pentru o singura comanda. Voucherul este considerat folosit in cazul in care comanda a fost finalizata prin facturare. In cazul in care comanda in care s-a folosit codul este anulata, voucherul este considerat nefolosit si poate fi incarcat in alta comanda. Valoarea Cardului Cadou contine TVA. Valoarea minima a comenzii produsului trebuie sa fie egala cu valoarea Cardului. In cazul in care valoarea produsului din comanda depaseste valoarea Cardului, diferenta se poate achita prin metodele de plata disponibile in site.",http://event.2parale.ro/events/click?ad_type=product_store&unique=f9bda48d3&aff_code=a515a663d&campaign_unique=2e49eab4f
WS CARD CADOU 500,https://www.watchshop.ro/images/products/ws/87559/full/ws-card-cadou-500-139955.jpeg,"1. Ce este Cardul (Voucherul) cadou? Cardul (Voucherul) Cadou este un certificat de valoare emis de WatchShop.ro si se poate rascumpara numai la WatchShop.ro. Valoarea acestui card cadou este de 500 Lei. Cardul Cadou este cea mai usoara metoda de a alege cadoul perfect pentru o persoana draga. Fie ca este o persoana foarte pretentioasa, fie ca nu ii cunosti foarte bine gusturile, Cardul Cadou este ideal pentru ca nu ai cum sa gresesti. Cumparand un Card Cadou ii oferi posibilitatea sa isi aleaga exact ceea ce isi doreste. Cardul Cadou poate fi un card fizic ambalat elegant intr-o cutie de cadou speciala, sau poate fi un cod de voucher care poate fi trimis pe mail in format electronic. Alegerea iti apartine. &lt;b&gt;Pachetul cuprinde cardul ambalat ca in imagini.&lt;/b&gt; 2. Cum functioneaza? Tu achiti o anumita valoare a cardului (500 Lei) alegi metoda prin care vrei sa intri in posesia lui si il oferi cadou. Cel care il primeste poate sa isi aleaga orice model de ceas prefera folosind Codul Special al Cardului in cosul de cumparaturi sau venind in Showroomul nostru din Sos. Mihai Bravu nr 251-253, Bucuresti. Codul Cardului Cadou functioneaza la fel ca un voucher de reducere. Dupa introducerea in cosul de cumparaturi, se va aplica reducerea egala cu valoarea cardului. 3. Cum se obtine Cardul Cadou? Procesul de comanda este acelasi ca cel al achizitionarii unui produs obisnuit. Adaugi produsul in cosul de cumparaturi, alegi metoda de livrare si plata si trimiti comanda. Costul livrarii la domiciliu al cardului este 15 Lei, indiferent de valoarea acestuia. 4. Cum se poate primi codul de Card? Poti ridica personal Cardul din Showroomul nostru din Sos. Mihai Bravu nr 251-253, Bucuresti, Sector 3 sau poti solicita sa ti se livreze prin curier. De asemenea poti opta pentru a primi codul in format electronic pe o adresa de mail indicata de tine. 5. Cum se foloseste Cardul cadou? Dupa alegerea produsului dorit, codul cardului sau codul primit pe mail trebuie introdus identic in campurile specifice care se regasesc in procedura de comanda online. Odata introdus corect acest cod, va fi afisat discountul acordat in cadrul comenzii. Daca nu se mentioneaza altfel, un voucher este valabil pentru o singura comanda. Voucherul este considerat folosit in cazul in care comanda a fost finalizata prin facturare. In cazul in care comanda in care s-a folosit codul este anulata, voucherul este considerat nefolosit si poate fi incarcat in alta comanda. Valoarea Cardului Cadou contine TVA. Valoarea minima a comenzii produsului trebuie sa fie egala cu valoarea Cardului. In cazul in care valoarea produsului din comanda depaseste valoarea Cardului, diferenta se poate achita prin metodele de plata disponibile in site.",http://event.2parale.ro/events/click?ad_type=product_store&unique=23f41d9d1&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 380 22mm White,https://www.watchshop.ro/images/products/ws/87560/full/curea-bratara-ws-380-22mm-white-139739.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Alb&lt;br /&gt;Latime: 22 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=ba4a20527&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 933 20mm Black,https://www.watchshop.ro/images/products/ws/87562/full/curea-bratara-ws-933-20mm-black-139780.jpeg,"Tip: Barbatesc , Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 20 mm&lt;br /&gt;Lungime: 19 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Neteda&lt;br /&gt;Altele: Cusatura decorativa de culoare alba&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=d00947e7e&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 380 24mm Brown,https://www.watchshop.ro/images/products/ws/87563/full/curea-bratara-ws-380-24mm-brown-139744.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 24 mm&lt;br /&gt;Lungime: 17.5 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=72fb30dc2&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 380 22mm Black,https://www.watchshop.ro/images/products/ws/87565/full/curea-bratara-ws-380-22mm-black-139752.jpeg,"Tip: Barbatesc , Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 22 mm&lt;br /&gt;Lungime: 16.5 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Lucioasa&lt;br /&gt;Design: Stantata&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=c7a6779a1&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 933 24mm D Brown,https://www.watchshop.ro/images/products/ws/87566/full/curea-bratara-ws-933-24mm-d-brown-139751.jpeg,Tip material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 24 mm&lt;br /&gt;Lungime: 19 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Design: Neteda&lt;br /&gt;Altele: Cusatura decorativa de culoare alba&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=92a7da2b9&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 22mm Black,https://www.watchshop.ro/images/products/ws/87567/full/curea-bratara-ws-613-22mm-black-139761.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 22 mm&lt;br /&gt;Lungime: 16 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=60e1f104d&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 22mm Brown,https://www.watchshop.ro/images/products/ws/87568/full/curea-bratara-ws-613-22mm-brown-139775.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 22 mm&lt;br /&gt;Lungime: 16 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=d4d18f5b2&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 1705S 22mm Black,https://www.watchshop.ro/images/products/ws/87569/full/curea-bratara-ws-1705s-22mm-black-139785.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 22 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=4b5cb3ff4&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 076 20mm White,https://www.watchshop.ro/images/products/ws/87570/full/curea-bratara-ws-076-20mm-white-139789.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Alb&lt;br /&gt;Latime: 20 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=d27414b80&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 378 22mm Brown,https://www.watchshop.ro/images/products/ws/87572/full/curea-bratara-ws-378-22mm-brown-139830.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 22 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Neteda&lt;br /&gt;Altele: &lt;b&gt;Cusatura decorativa de culoare alba&lt;b&gt;&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=561d3d5b9&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 378 20mm Brown,https://www.watchshop.ro/images/products/ws/87573/full/curea-bratara-ws-378-20mm-brown-139825.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 20 mm&lt;br /&gt;Lungime: 18 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;Altele: &lt;b&gt;Cusatura decorativa de culoare alba&lt;b&gt;&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=ecbbb520e&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 076 20mm Black,https://www.watchshop.ro/images/products/ws/87574/full/curea-bratara-ws-076-20mm-black-139835.jpeg,"Tip: Barbatesc , Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 20 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=4ecc2dcd3&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 18mm Brown,https://www.watchshop.ro/images/products/ws/87581/full/curea-bratara-ws-613-18mm-brown-139881.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 18 mm&lt;br /&gt;Lungime: 16 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=f6ce61df6&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 18mm Black,https://www.watchshop.ro/images/products/ws/87583/full/curea-bratara-ws-613-18mm-black-139891.jpeg,Tip: Barbatesc&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 18 mm&lt;br /&gt;Lungime: 16 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=10b7709c9&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 380 20mm White,https://www.watchshop.ro/images/products/ws/87584/full/curea-bratara-ws-380-20mm-white-139901.jpeg,"Tip: Barbatesc , Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Alb&lt;br /&gt;Latime: 20 mm&lt;br /&gt;Lungime: 18 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=55ddbde67&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 18mm Black XL,https://www.watchshop.ro/images/products/ws/87585/full/curea-bratara-ws-613-18mm-black-xl-139896.jpeg,"Tip: Barbatesc , Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 18 mm&lt;br /&gt;Lungime: 19 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=3dd5a67ec&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 076 18mm White,https://www.watchshop.ro/images/products/ws/87586/full/curea-bratara-ws-076-18mm-white-139905.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Alb&lt;br /&gt;Latime: 18 mm&lt;br /&gt;Lungime: 16 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=485c0f0a6&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 20mm Brown,https://www.watchshop.ro/images/products/ws/87587/full/curea-bratara-ws-613-20mm-brown-139915.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 20 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=6ed4cc5a6&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 076 18mm Red,https://www.watchshop.ro/images/products/ws/87588/full/curea-bratara-ws-076-18mm-red-139910.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Rosu&lt;br /&gt;Latime: 18 mm&lt;br /&gt;Lungime: 16 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=4297043b8&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 076 14mm White,https://www.watchshop.ro/images/products/ws/87590/full/curea-bratara-ws-076-14mm-white-139930.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Alb&lt;br /&gt;Latime: 14 mm&lt;br /&gt;Lungime: 15.5 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=d2de4521f&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 14mm Black,https://www.watchshop.ro/images/products/ws/87591/full/curea-bratara-ws-613-14mm-black-139926.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 14 mm&lt;br /&gt;Lungime: 15 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=8e31c3f06&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 076 16mm White,https://www.watchshop.ro/images/products/ws/87592/full/curea-bratara-ws-076-16mm-white-139940.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Alb&lt;br /&gt;Latime: 16 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=2517db97d&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 613 16mm Black,https://www.watchshop.ro/images/products/ws/87593/full/curea-bratara-ws-613-16mm-black-139945.jpeg,Tip material: Piele&lt;br /&gt;Culoare: Negru&lt;br /&gt;Latime: 16 mm&lt;br /&gt;Lungime: 17 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=d1717dfcc&aff_code=a515a663d&campaign_unique=2e49eab4f
Curea (bratara) WS 076 12mm White,https://www.watchshop.ro/images/products/ws/87594/full/curea-bratara-ws-076-12mm-white-139958.jpeg,Tip: Dama&lt;br /&gt;Tip material: Piele&lt;br /&gt;Culoare: Alb&lt;br /&gt;Latime: 12 mm&lt;br /&gt;Lungime: 15 cm&lt;br /&gt;Sistem inchidere: Catarama standard&lt;br /&gt;Finisaj: Mata&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=7d664ee37&aff_code=a515a663d&campaign_unique=2e49eab4f
WS CARD CADOU 1000,https://www.watchshop.ro/images/products/ws/87595/full/ws-card-cadou-1000-139956.jpeg,"1. Ce este Cardul (Voucherul) cadou? Cardul (Voucherul) Cadou este un certificat de valoare emis de WatchShop.ro si se poate rascumpara numai la WatchShop.ro. Valoarea acestui card cadou este de 1000 Lei. Cardul Cadou este cea mai usoara metoda de a alege cadoul perfect pentru o persoana draga. Fie ca este o persoana foarte pretentioasa, fie ca nu ii cunosti foarte bine gusturile, Cardul Cadou este ideal pentru ca nu ai cum sa gresesti. Cumparand un Card Cadou ii oferi posibilitatea sa isi aleaga exact ceea ce isi doreste. Cardul Cadou poate fi un card fizic ambalat elegant intr-o cutie de cadou speciala, sau poate fi un cod de voucher care poate fi trimis pe mail in format electronic. Alegerea iti apartine. &lt;b&gt;Pachetul cuprinde cardul ambalat ca in imagini.&lt;/b&gt; 2. Cum functioneaza? Tu achiti o anumita valoare a cardului (1000 Lei) alegi metoda prin care vrei sa intri in posesia lui si il oferi cadou. Cel care il primeste poate sa isi aleaga orice model de ceas prefera folosind Codul Special al Cardului in cosul de cumparaturi sau venind in Showroomul nostru din Sos. Mihai Bravu nr 251-253, Bucuresti. Codul Cardului Cadou functioneaza la fel ca un voucher de reducere. Dupa introducerea in cosul de cumparaturi, se va aplica reducerea egala cu valoarea cardului. 3. Cum se obtine Cardul Cadou? Procesul de comanda este acelasi ca cel al achizitionarii unui produs obisnuit. Adaugi produsul in cosul de cumparaturi, alegi metoda de livrare si plata si trimiti comanda. Costul livrarii la domiciliu al cardului este 15 Lei, indiferent de valoarea acestuia. 4. Cum se poate primi codul de Card? Poti ridica personal Cardul din Showroomul nostru din Sos. Mihai Bravu nr 251-253, Bucuresti, Sector 3 sau poti solicita sa ti se livreze prin curier. De asemenea poti opta pentru a primi codul in format electronic pe o adresa de mail indicata de tine. 5. Cum se foloseste Cardul cadou? Dupa alegerea produsului dorit, codul cardului sau codul primit pe mail trebuie introdus identic in campurile specifice care se regasesc in procedura de comanda online. Odata introdus corect acest cod, va fi afisat discountul acordat in cadrul comenzii. Daca nu se mentioneaza altfel, un voucher este valabil pentru o singura comanda. Voucherul este considerat folosit in cazul in care comanda a fost finalizata prin facturare. In cazul in care comanda in care s-a folosit codul este anulata, voucherul este considerat nefolosit si poate fi incarcat in alta comanda. Valoarea Cardului Cadou contine TVA. Valoarea minima a comenzii produsului trebuie sa fie egala cu valoarea Cardului. In cazul in care valoarea produsului din comanda depaseste valoarea Cardului, diferenta se poate achita prin metodele de plata disponibile in site.",http://event.2parale.ro/events/click?ad_type=product_store&unique=1d1393230&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BR-3880PM LE2,https://www.watchshop.ro/images/products/ws/88193/full/bratara-ws-br-3880pm-le2-145597.jpeg,"Stil: Casual Fashion&lt;br /&gt;Tip: Dama&lt;br /&gt;Material: Piele si Otel inoxidabil&lt;br /&gt;Culoare: Alb si Argintiu&lt;br /&gt;Latime: 22 mm&lt;br /&gt;Sistem de inchidere: Catarama standard&lt;br /&gt;Design: 3 Cristale&lt;br /&gt;Altele: &lt;b&gt;Finisaj curea: Neteda, Element metalic cu dimensiunea: 19 x 37 mm&lt;b&gt;&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=56b736608&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BG-1041PM185,https://www.watchshop.ro/images/products/ws/88196/full/bratara-ws-bg-1041pm185-145566.jpeg,Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Piele si Otel inoxidabil&lt;br /&gt;Culoare: Maro si Argintiu&lt;br /&gt;Circumferinta mana: 20 cm&lt;br /&gt;Sistem de inchidere: Inchizatoare cu magnet si filet&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=f28ff7ce6&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BR-5036PM/BLKWHI,https://www.watchshop.ro/images/products/ws/88199/full/bratara-ws-br-5036pm-blkwhi-145568.jpeg,"Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Piele si Otel inoxidabil&lt;br /&gt;Culoare: Argintiu si Negru&lt;br /&gt;Latime: 30 mm&lt;br /&gt;Sistem de inchidere: Catarama standard&lt;br /&gt;Design: Cusatura decorativa de culoare alba&lt;br /&gt;Altele: &lt;b&gt;Finisaj curea: Stantata, Element metalic cu dimensiunea: 34 x 45 mm&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=bbfef17e5&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BR-3180PM,https://www.watchshop.ro/images/products/ws/88200/full/bratara-ws-br-3180pm-145601.jpeg,Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Otel inoxidabil&lt;br /&gt;Culoare: Argintiu&lt;br /&gt;Latime: 10 mm&lt;br /&gt;Sistem de inchidere: Catarama tip bijuterie&lt;br /&gt;Design: Lucios&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=733f3daf5&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BR-OT-14ANSHBBF-NB,https://www.watchshop.ro/images/products/ws/88201/full/bratara-ws-br-ot-14anshbbf-nb-145569.jpeg,Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Piele&lt;br /&gt;Culoare: Maro&lt;br /&gt;Latime: 20 mm&lt;br /&gt;Sistem de inchidere: Inchizatoare metalica cu siguranta&lt;br /&gt;Design: Stantata&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=09eacb0b8&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BG-1135W,https://www.watchshop.ro/images/products/ws/88203/full/bratara-ws-bg-1135w-145570.jpeg,"Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Piele si Otel inoxidabil&lt;br /&gt;Culoare: Argintiu si Negru&lt;br /&gt;Latime: 16 mm&lt;br /&gt;Sistem de inchidere: Catarama standard&lt;br /&gt;Design: Cusatura decorativa de culoare crem&lt;br /&gt;Altele: &lt;b&gt;Finisaj curea: Neteda, Element metalic cu dimensiunea: 16 x 44 mm&lt;b&gt;&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=490015bc4&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BR-4405,https://www.watchshop.ro/images/products/ws/88204/full/bratara-ws-br-4405-145573.jpeg,Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Otel inoxidabil&lt;br /&gt;Culoare: Argintiu si Negru&lt;br /&gt;Latime: 13 mm&lt;br /&gt;Design: Mat&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=aedf15b89&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BG-1125W,https://www.watchshop.ro/images/products/ws/88206/full/bratara-ws-bg-1125w-145603.jpeg,"Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Piele si Otel inoxidabil&lt;br /&gt;Culoare: Negru si Argintiu&lt;br /&gt;Latime: 16 mm&lt;br /&gt;Sistem de inchidere: Catarama standard&lt;br /&gt;Design: Lucios&lt;br /&gt;Altele: &lt;b&gt; Finisaj curea: Neteda, Element metalic cu dimensiunea: 16 x 44mm&lt;br /&gt;",http://event.2parale.ro/events/click?ad_type=product_store&unique=5526e33dd&aff_code=a515a663d&campaign_unique=2e49eab4f
Bratara WS BG-817PM/RUB,https://www.watchshop.ro/images/products/ws/88208/full/bratara-ws-bg-817pm-rub-145576.jpeg,Stil: Casual Fashion&lt;br /&gt;Tip: Barbatesc&lt;br /&gt;Material: Piele si otel inoxidabil&lt;br /&gt;Culoare: Negru si Argintiu&lt;br /&gt;Latime: 5 mm&lt;br /&gt;Sistem de inchidere: Inchizatoare cu magnet&lt;br /&gt;Design: Lucios&lt;br /&gt;Altele: &lt;b&gt; Finisaj curea: Stantata&lt;b&gt;&lt;br /&gt;,http://event.2parale.ro/events/click?ad_type=product_store&unique=f91d2fb84&aff_code=a515a663d&campaign_unique=2e49eab4f
